Num,Foldername,Kor
2404,NIA_SL_SEN1803_REAL02,우산 실종
2405,NIA_SL_SEN1734_REAL02,언덕 저기 곳 다음 차내리다
2407,NIA_SL_SEN1269_REAL02,백화점 다음 곳 저기 내리다
2408,NIA_SL_SEN0062_REAL02,돈 계산 틀리다
2409,NIA_SL_SEN0353_REAL02,지하철 문 여기 번호
2410,NIA_SL_SEN1462_REAL02,터널 다음 내리다
2413,NIA_SL_SEN0249_REAL02,8호 곳곳
2414,NIA_SL_SEN0370_REAL02,도착 10분
2415,NIA_SL_SEN0651_REAL02,공항 내리다 가다
2417,NIA_SL_SEN0218_REAL02,사거리 건너다
2418,NIA_SL_SEN1433_REAL02,이화여대 가다 목적 곳 방법
2419,NIA_SL_SEN1794_REAL02,열쇠 없다 잃어버리다
2420,NIA_SL_SEN0877_REAL02,서울농아인협회 차내리다
2423,NIA_SL_SEN1070_REAL02,공기청정기 안되다 불량
2424,NIA_SL_SEN0143_REAL02,버스 곳 가깝다
2425,NIA_SL_SEN0755_REAL02,버스 곳 내리다 맞다
2427,NIA_SL_SEN1319_REAL02,파리바게트 다음 저기 곳 내리다
2428,NIA_SL_SEN1506_REAL02,샛길 저기 다음 곳
2429,NIA_SL_SEN1696_REAL02,사거리 다음 도착 내리다
2430,NIA_SL_SEN0778_REAL02,시청 내리다 오케이
2433,NIA_SL_SEN1260_REAL02,맥도날드 보다 곳 저기 다음 차내리다
2434,NIA_SL_SEN1950_REAL02,영수증 원하다
2435,NIA_SL_SEN0762_REAL02,건너다 차내리다
2437,NIA_SL_SEN1994_REAL02,보청기 잃어버리다
2438,NIA_SL_SEN0513_REAL02,춥다 끄다
2439,NIA_SL_SEN0879_REAL02,서울농아인협회 가다
2440,NIA_SL_SEN1332_REAL02,3 찾다 곳 방법
2443,NIA_SL_SEN0674_REAL02,나사렛 차내리다 가다
2444,NIA_SL_SEN0128_REAL02,시간 지연되다
2445,NIA_SL_SEN1528_REAL02,119 곳 저기 다음 도착 내리다
2447,NIA_SL_SEN0658_REAL02,공항 가다 내리다
2448,NIA_SL_SEN0308_REAL02,지하철 정기권 사다 무엇 곳
2449,NIA_SL_SEN1195_REAL02,버스 전 곳 저기 도착 차내리다
2450,NIA_SL_SEN1298_REAL02,우산 잃어버리다
2453,NIA_SL_SEN1222_REAL02,스타벅스 전 곳 차내리다
2454,NIA_SL_SEN1972_REAL02,노트북 실종
2455,NIA_SL_SEN0076_REAL02,여기 명동 지하철
2457,NIA_SL_SEN0972_REAL02,에어컨 끄다
2458,NIA_SL_SEN0179_REAL02,한달 누적사용 내역 보다 원하다
2459,NIA_SL_SEN0693_REAL02,아파트 저기 가다
2460,NIA_SL_SEN1518_REAL02,버스 곳 저기 다음 도착 내리다
2463,NIA_SL_SEN1120_REAL02,물품보관 잘 안되다
2464,NIA_SL_SEN1596_REAL02,경찰 저기 곳 다음
2465,NIA_SL_SEN0268_REAL02,어린이집 주차
2467,NIA_SL_SEN0080_REAL02,여기 서울 지하철
2468,NIA_SL_SEN0460_REAL02,물품보관 불량
2469,NIA_SL_SEN0985_REAL02,청음회관 내리다
2470,NIA_SL_SEN0436_REAL02,신호등 전 차내리다
2473,NIA_SL_SEN0678_REAL02,나사렛 곳 가다
2474,NIA_SL_SEN1787_REAL02,아이 실종
2475,NIA_SL_SEN1116_REAL02,엘리베이터 잘 안되다 사용 불가능
2477,NIA_SL_SEN0223_REAL02,지하철 철로 물건 떨어지다
2478,NIA_SL_SEN0626_REAL02,지름길 목적 가다
2479,NIA_SL_SEN0451_REAL02,신호등 다음 도착 차내리다
2480,NIA_SL_SEN0277_REAL02,병원 주차
2483,NIA_SL_SEN0581_REAL02,응급실 가다
2484,NIA_SL_SEN0886_REAL02,서대문농아인복지관 차내리다
2485,NIA_SL_SEN0679_REAL02,나사렛 가다 내리다
2487,NIA_SL_SEN0572_REAL02,나사렛 가다
2488,NIA_SL_SEN1199_REAL02,버스 곳 전 보다 차내리다
2489,NIA_SL_SEN1860_REAL02,우산 사라지다 실종
2490,NIA_SL_SEN1721_REAL02,보건소 곳 다음 내리다
2493,NIA_SL_SEN1376_REAL02,송파 지하철 찾다 길 가다 방법
2494,NIA_SL_SEN1756_REAL02,경찰 저기 곳 다음
2495,NIA_SL_SEN1232_REAL02,택시 전 저기 차내리다
2497,NIA_SL_SEN0109_REAL02,가능
2498,NIA_SL_SEN1617_REAL02,신호등 다음 도착 내리다
2499,NIA_SL_SEN0072_REAL02,2호
2500,NIA_SL_SEN1934_REAL02,돈
2503,NIA_SL_SEN0798_REAL02,지금 내리다 맞다
2504,NIA_SL_SEN0351_REAL02,고속 빨리
2505,NIA_SL_SEN1568_REAL02,보건소 곳 다음 도착 차내리다
2507,NIA_SL_SEN0239_REAL02,국립박물관 가다 목적 지하철 번호
2508,NIA_SL_SEN1140_REAL02,단말기터치 잘 안되다
2509,NIA_SL_SEN1482_REAL02,군청 곳 다음 내리다
2510,NIA_SL_SEN0134_REAL02,있다
2513,NIA_SL_SEN1845_REAL02,좌회전 확인 맞다
2514,NIA_SL_SEN0795_REAL02,지금 차내리다 맞다
2515,NIA_SL_SEN0037_REAL02,택시 기본 오천원
2517,NIA_SL_SEN0552_REAL02,좌회전 맞다
2518,NIA_SL_SEN0281_REAL02,길 지도 보다 찾다 가능
2519,NIA_SL_SEN0069_REAL02,1호
2520,NIA_SL_SEN1776_REAL02,필요없다
2523,NIA_SL_SEN0969_REAL02,춥다 끄다
2524,NIA_SL_SEN1097_REAL02,에어컨 사용 안되다 고장
2525,NIA_SL_SEN1730_REAL02,보건소 곳 다음 여기
2527,NIA_SL_SEN0391_REAL02,5호 갈아타다 안내하다 도와주다
2528,NIA_SL_SEN1285_REAL02,백화점 곳 다음 보다 도착 내리다
2529,NIA_SL_SEN0254_REAL02,만나다 반갑다
2530,NIA_SL_SEN0772_REAL02,시청 내리다
2533,NIA_SL_SEN0694_REAL02,아파트 저기 곳
2534,NIA_SL_SEN0131_REAL02,도착 아직
2535,NIA_SL_SEN0230_REAL02,좌회전 차내리다
2537,NIA_SL_SEN0405_REAL02,가다 빨리 방법
2538,NIA_SL_SEN1360_REAL02,서울대학교 길 찾다 무엇
2539,NIA_SL_SEN0841_REAL02,시청 차내리다 오케이
2540,NIA_SL_SEN1102_REAL02,에어컨 불량 잘 안되다
2543,NIA_SL_SEN0261_REAL02,계산 틀리다
2544,NIA_SL_SEN1719_REAL02,육교 곳 다음 도착 차내리다
2545,NIA_SL_SEN0629_REAL02,지름길 가다 내리다
2547,NIA_SL_SEN1741_REAL02,은행 다음 여기
2548,NIA_SL_SEN1062_REAL02,자판기 사용 불가능
2549,NIA_SL_SEN0955_REAL02,청음회관 내리다
2550,NIA_SL_SEN1876_REAL02,가방 실종 잃어버리다
2553,NIA_SL_SEN1406_REAL02,영등포 길 곳 방법 무엇
2554,NIA_SL_SEN0158_REAL02,설명 어렵다
2555,NIA_SL_SEN0279_REAL02,지하철 안 없다
2557,NIA_SL_SEN1084_REAL02,단말기터치 사용 잘 안되다
2558,NIA_SL_SEN1654_REAL02,병원 다음 차내리다
2559,NIA_SL_SEN0280_REAL02,표지판 보다 찾다
2560,NIA_SL_SEN1763_REAL02,편지 저기 곳 다음 내리다
2563,NIA_SL_SEN1047_REAL02,계단 무엇
2564,NIA_SL_SEN0714_REAL02,아파트 저기 가다
2565,NIA_SL_SEN1118_REAL02,물품보관 고장
2567,NIA_SL_SEN0291_REAL02,지하철 철로 가방 떨어지다
2568,NIA_SL_SEN1598_REAL02,경찰 저기 곳 다음 도착 내리다
2569,NIA_SL_SEN0600_REAL02,손바닥찍다 가다
2570,NIA_SL_SEN1473_REAL02,지하철 곳 다음 차내리다
2573,NIA_SL_SEN0519_REAL02,학교 저기 곳
2574,NIA_SL_SEN0556_REAL02,우회전 확인 맞다
2575,NIA_SL_SEN0153_REAL02,뒤 트렁크닫다
2577,NIA_SL_SEN0081_REAL02,여기 송파 지하철 맞다
2578,NIA_SL_SEN1248_REAL02,맥도날드 보다 곳 다음 내리다
2579,NIA_SL_SEN1609_REAL02,편지 저기 곳 다음 도착 차내리다
2580,NIA_SL_SEN1679_REAL02,버스 곳 저기 다음 도착 차내리다
2583,NIA_SL_SEN0803_REAL02,기차 곳 내리다 맞다
2584,NIA_SL_SEN1906_REAL02,카드 사라지다 실종
2585,NIA_SL_SEN1333_REAL02,3 곳 길 방법
2587,NIA_SL_SEN0967_REAL02,천안아산역 차내리다
2588,NIA_SL_SEN0363_REAL02,여기 갈아타다 맞다
2589,NIA_SL_SEN1498_REAL02,병원 저기 다음 도착 내리다
2590,NIA_SL_SEN1535_REAL02,사거리 다음
2593,NIA_SL_SEN0998_REAL02,엘리베이터 무엇 곳
2594,NIA_SL_SEN1278_REAL02,백화점 곳 다음 보다 내리다
2595,NIA_SL_SEN0913_REAL02,난방 켜다
2597,NIA_SL_SEN1737_REAL02,언덕 저기 곳 다음 도착 내리다
2598,NIA_SL_SEN1597_REAL02,경찰 저기 곳 다음 도착 내리다
2599,NIA_SL_SEN1021_REAL02,편의점 곳곳
2600,NIA_SL_SEN1724_REAL02,보건소 곳 다음 차내리다
2603,NIA_SL_SEN0184_REAL02,실수하다
2604,NIA_SL_SEN1448_REAL02,종로 찾다 가다 방법 무엇
2605,NIA_SL_SEN1429_REAL02,이화여대 가다 목적 무엇 방법
2607,NIA_SL_SEN1546_REAL02,대로 다음 도착 내리다
2608,NIA_SL_SEN0925_REAL02,한국농아인협회 내리다
2609,NIA_SL_SEN0517_REAL02,학교 저기
2610,NIA_SL_SEN0168_REAL02,버스 타다 곳곳
2613,NIA_SL_SEN1549_REAL02,대로 다음 도착 차내리다
2614,NIA_SL_SEN1338_REAL02,3 곳 길 무엇
2615,NIA_SL_SEN1836_REAL02,우회전 맞다
2617,NIA_SL_SEN0853_REAL02,나사렛 차내리다 오케이
2618,NIA_SL_SEN0040_REAL02,택시 기본 만원
2619,NIA_SL_SEN1189_REAL02,버스 전 곳 저기 내리다
2620,NIA_SL_SEN1560_REAL02,육교 곳 다음 여기
2623,NIA_SL_SEN0317_REAL02,천호 지하철 8호 갈아타다
2624,NIA_SL_SEN0592_REAL02,손바닥찍다 가다
2625,NIA_SL_SEN1213_REAL02,스타벅스 곳 저기 전
2627,NIA_SL_SEN1078_REAL02,단말기터치 사용 불가능 고장
2628,NIA_SL_SEN0302_REAL02,아이 혼자 방황
2629,NIA_SL_SEN1270_REAL02,백화점 다음 곳 저기 내리다
2630,NIA_SL_SEN1427_REAL02,이화여대 곳 목적 무엇 방법
2633,NIA_SL_SEN0006_REAL02,여기
2634,NIA_SL_SEN1386_REAL02,여의도 목적 방법
2635,NIA_SL_SEN1184_REAL02,공항 버스 보다 전 곳 차내리다
2637,NIA_SL_SEN1592_REAL02,경찰 저기 곳 다음 내리다
2638,NIA_SL_SEN1541_REAL02,대로 다음 내리다
2639,NIA_SL_SEN1770_REAL02,편지 저기 곳 다음 도착 차내리다
2640,NIA_SL_SEN0090_REAL02,도착 곳 명동 지하철
2643,NIA_SL_SEN0580_REAL02,나사렛 가다
2644,NIA_SL_SEN1580_REAL02,언덕 저기 곳 다음 도착 차내리다
2645,NIA_SL_SEN0124_REAL02,9호 갈아타다 목적 곳곳
2647,NIA_SL_SEN1504_REAL02,샛길 다음 차내리다
2648,NIA_SL_SEN1313_REAL02,파리바게트 다음 저기 차내리다
2649,NIA_SL_SEN1200_REAL02,버스 곳 전 보다 차내리다
2650,NIA_SL_SEN1988_REAL02,빨리 접근 되다
2653,NIA_SL_SEN1280_REAL02,백화점 곳 다음 보다 차내리다
2654,NIA_SL_SEN0687_REAL02,샛길 가다
2655,NIA_SL_SEN0510_REAL02,올리다
2657,NIA_SL_SEN0978_REAL02,난방 끄다
2658,NIA_SL_SEN1583_REAL02,은행 저기 곳 다음 내리다
2659,NIA_SL_SEN1831_REAL02,우회전 확인 맞다
2660,NIA_SL_SEN1314_REAL02,파리바게트 다음 저기 곳
2663,NIA_SL_SEN0875_REAL02,서울농아인협회 내리다
2664,NIA_SL_SEN1202_REAL02,버스 전 곳 보다 내리다
2665,NIA_SL_SEN0374_REAL02,도착 10분 전
2667,NIA_SL_SEN0528_REAL02,영수증
2668,NIA_SL_SEN1973_REAL02,노트북 없다 실종
2669,NIA_SL_SEN1919_REAL02,차밀리다 심하다
2670,NIA_SL_SEN0271_REAL02,학교 주차 되다
2673,NIA_SL_SEN0175_REAL02,여기 있다
2674,NIA_SL_SEN0387_REAL02,길 안내하다 도와주다
2675,NIA_SL_SEN1207_REAL02,스타벅스 저기 곳 전 저기
2677,NIA_SL_SEN0464_REAL02,물품보관 사용 안되다
2678,NIA_SL_SEN0639_REAL02,명동 곳
2679,NIA_SL_SEN0036_REAL02,만원
2680,NIA_SL_SEN1193_REAL02,버스 전 곳 저기 도착 내리다
2683,NIA_SL_SEN0597_REAL02,손바닥찍다 도착
2684,NIA_SL_SEN1511_REAL02,버스 곳 다음 여기
2685,NIA_SL_SEN1925_REAL02,차밀리다 괜찮다
2687,NIA_SL_SEN0524_REAL02,저기 학교 가다
2688,NIA_SL_SEN0675_REAL02,나사렛 도착 가다
2689,NIA_SL_SEN1083_REAL02,단말기터치 고장 잘 안되다
2690,NIA_SL_SEN0195_REAL02,모르다
2693,NIA_SL_SEN1991_REAL02,접근 도착 되다
2694,NIA_SL_SEN0113_REAL02,타다
2695,NIA_SL_SEN0666_REAL02,지름길 목적 가다
2697,NIA_SL_SEN0402_REAL02,내리다 시간 알려주다
2698,NIA_SL_SEN1137_REAL02,단말기터치 불량
2699,NIA_SL_SEN0904_REAL02,에어컨 켜다
2700,NIA_SL_SEN1305_REAL02,이마트 다음 곳 도착 내리다
2703,NIA_SL_SEN1900_REAL02,핸드폰 실종 잃어버리다
2704,NIA_SL_SEN1564_REAL02,보건소 곳 다음 차내리다
2705,NIA_SL_SEN0379_REAL02,도착 3시
2707,NIA_SL_SEN1405_REAL02,영등포 곳 길 방법 무엇
2708,NIA_SL_SEN1537_REAL02,사거리 다음 도착 내리다
2709,NIA_SL_SEN1526_REAL02,119 곳 저기 다음 곳
2710,NIA_SL_SEN1128_REAL02,자판기 고장
2713,NIA_SL_SEN0796_REAL02,지금 차내리다 맞다
2714,NIA_SL_SEN0427_REAL02,여기 내리다 맞다
2715,NIA_SL_SEN1768_REAL02,편지 저기 곳 다음 도착 내리다
2717,NIA_SL_SEN0165_REAL02,지하철 계단 번호
2718,NIA_SL_SEN0494_REAL02,카드 단말기터치 다시 해보다
2719,NIA_SL_SEN0982_REAL02,따뜻하다 그만
2720,NIA_SL_SEN1558_REAL02,육교 곳 다음 도착 차내리다
2723,NIA_SL_SEN0458_REAL02,화장실 곳곳
2724,NIA_SL_SEN1366_REAL02,송파 지하철 목적 방법 무엇
2725,NIA_SL_SEN1548_REAL02,대로 다음 도착 차내리다
2727,NIA_SL_SEN0936_REAL02,서울농아인협회 내리다
2728,NIA_SL_SEN0565_REAL02,유턴 맞다
2729,NIA_SL_SEN1754_REAL02,경찰 저기 곳 다음 차내리다
2730,NIA_SL_SEN1194_REAL02,버스 전 곳 저기 도착 내리다
2733,NIA_SL_SEN1587_REAL02,은행 저기 곳 다음 도착 내리다
2734,NIA_SL_SEN1230_REAL02,택시 전 저기 내리다
2735,NIA_SL_SEN0763_REAL02,건너다 차내리다
2737,NIA_SL_SEN1895_REAL02,핸드폰 실종
2738,NIA_SL_SEN1971_REAL02,노트북 없다 잃어버리다
2739,NIA_SL_SEN1296_REAL02,이마트 곳 저기 다음 도착 차내리다
2740,NIA_SL_SEN0846_REAL02,나사렛 차내리다
2743,NIA_SL_SEN1743_REAL02,은행 저기 곳 다음 내리다
2744,NIA_SL_SEN0908_REAL02,에어컨 켜다
2745,NIA_SL_SEN0560_REAL02,우회전 맞다
2747,NIA_SL_SEN0210_REAL02,빨리
2748,NIA_SL_SEN1668_REAL02,샛길 저기 다음 도착 내리다
2749,NIA_SL_SEN1899_REAL02,핸드폰 잃어버리다 실종
2750,NIA_SL_SEN1173_REAL02,열쇠 잃어버리다
2753,NIA_SL_SEN0864_REAL02,한국농아인협회 내리다
2754,NIA_SL_SEN0050_REAL02,장애인복지카드
2755,NIA_SL_SEN1722_REAL02,보건소 곳 다음 내리다
2757,NIA_SL_SEN0092_REAL02,하나 다음 내리다
2758,NIA_SL_SEN1049_REAL02,계단 곳 무엇
2759,NIA_SL_SEN0931_REAL02,한국농아인협회 곳
2760,NIA_SL_SEN0571_REAL02,나사렛 가다
2763,NIA_SL_SEN1163_REAL02,에어컨 고장 잘 안되다
2764,NIA_SL_SEN0852_REAL02,나사렛 차내리다 오케이
2765,NIA_SL_SEN1942_REAL02,카드
2767,NIA_SL_SEN0149_REAL02,물건 없다
2768,NIA_SL_SEN0792_REAL02,지금 맞다
2769,NIA_SL_SEN0475_REAL02,안전벨트 꼿다
2770,NIA_SL_SEN0900_REAL02,에어컨 켜다
2773,NIA_SL_SEN0550_REAL02,좌회전 맞다
2774,NIA_SL_SEN1488_REAL02,군청 곳 다음 도착 차내리다
2775,NIA_SL_SEN0664_REAL02,지름길 차내리다 가다
2777,NIA_SL_SEN0828_REAL02,건너다 내리다 오케이
2778,NIA_SL_SEN0634_REAL02,명동 내리다
2779,NIA_SL_SEN1782_REAL02,가방 사라지다 실종
2780,NIA_SL_SEN1288_REAL02,이마트 저기 곳 다음 저기
2783,NIA_SL_SEN1306_REAL02,이마트 다음 곳 도착 차내리다
2784,NIA_SL_SEN1030_REAL02,회의실 무엇
2785,NIA_SL_SEN1608_REAL02,편지 저기 곳 다음 도착 내리다
2787,NIA_SL_SEN0321_REAL02,지하철 가다 빨리 방법
2788,NIA_SL_SEN0449_REAL02,신호등 다음 도착 내리다
2789,NIA_SL_SEN0545_REAL02,올리다
2790,NIA_SL_SEN0782_REAL02,여기 맞다
2793,NIA_SL_SEN0180_REAL02,한달 누적사용 내역 보여주다
2794,NIA_SL_SEN0136_REAL02,짐 있다
2795,NIA_SL_SEN0752_REAL02,버스 곳 내리다 맞다
2797,NIA_SL_SEN0035_REAL02,만원
2798,NIA_SL_SEN0235_REAL02,지름길 내리다
2799,NIA_SL_SEN0891_REAL02,서대문농아인복지관 내리다 오케이
2800,NIA_SL_SEN0197_REAL02,필요
2803,NIA_SL_SEN1551_REAL02,육교 곳 다음 내리다
2804,NIA_SL_SEN0257_REAL02,대략 40분
2805,NIA_SL_SEN1272_REAL02,백화점 다음 곳 저기 차내리다
2807,NIA_SL_SEN0191_REAL02,충분하다
2808,NIA_SL_SEN1557_REAL02,육교 곳 다음 도착 내리다
2809,NIA_SL_SEN0258_REAL02,도착 40분
2810,NIA_SL_SEN0488_REAL02,다르다 카드
2813,NIA_SL_SEN0989_REAL02,청음회관 가다
2814,NIA_SL_SEN1246_REAL02,택시 전 저기 곳 도착 차내리다
2815,NIA_SL_SEN0591_REAL02,손바닥찍다 가다
2817,NIA_SL_SEN1485_REAL02,군청 곳 다음 곳
2818,NIA_SL_SEN0531_REAL02,영수증 받다
2819,NIA_SL_SEN0818_REAL02,버스 곳 내리다 맞다
2820,NIA_SL_SEN1785_REAL02,아이 잃어버리다
2823,NIA_SL_SEN1074_REAL02,공기청정기 불량 고장
2824,NIA_SL_SEN1151_REAL02,카드 사용 불가능 안되다
2825,NIA_SL_SEN1114_REAL02,엘리베이터 고장 사용 불가능
2827,NIA_SL_SEN0935_REAL02,서울농아인협회 내리다
2828,NIA_SL_SEN0484_REAL02,카드 다르다 교환하다
2829,NIA_SL_SEN1068_REAL02,공기청정기 사용 안되다 죽다
2830,NIA_SL_SEN0170_REAL02,신분증
2833,NIA_SL_SEN1864_REAL02,사진기 없다 잃어버리다
2834,NIA_SL_SEN1225_REAL02,스타벅스 전 곳 도착 내리다
2835,NIA_SL_SEN1687_REAL02,119 곳 저기 다음 도착 내리다
2837,NIA_SL_SEN1819_REAL02,카드 실종
2838,NIA_SL_SEN1108_REAL02,난방 불량 사용 불가능
2839,NIA_SL_SEN1726_REAL02,보건소 곳 다음 도착 내리다
2840,NIA_SL_SEN1514_REAL02,버스 곳 다음 차내리다
2843,NIA_SL_SEN1426_REAL02,이화여대 찾다 목적 방법 무엇
2844,NIA_SL_SEN0193_REAL02,확인
2845,NIA_SL_SEN0704_REAL02,학교 안 곳
2847,NIA_SL_SEN0471_REAL02,지갑 잃어버리다 없다
2848,NIA_SL_SEN1067_REAL02,공기청정기 사용 안되다 죽다
2849,NIA_SL_SEN0551_REAL02,좌회전 맞다
2850,NIA_SL_SEN0562_REAL02,유턴 맞다
2853,NIA_SL_SEN0311_REAL02,미리 카드
2854,NIA_SL_SEN1367_REAL02,송파 지하철 가다 방법 무엇
2855,NIA_SL_SEN0532_REAL02,영수증 받다
2857,NIA_SL_SEN0851_REAL02,나사렛 내리다 오케이
2858,NIA_SL_SEN0345_REAL02,지하철 안 냄새
2859,NIA_SL_SEN0539_REAL02,유리 내리다
2860,NIA_SL_SEN0831_REAL02,건너다 차내리다 오케이
2863,NIA_SL_SEN1364_REAL02,송파 지하철 곳 방법 무엇
2864,NIA_SL_SEN1838_REAL02,우회전 확인 맞다
2865,NIA_SL_SEN1381_REAL02,송파 지하철 곳 목적 방법
2867,NIA_SL_SEN1567_REAL02,보건소 곳 다음 도착 내리다
2868,NIA_SL_SEN1216_REAL02,스타벅스 곳 저기 전 도착 차내리다
2869,NIA_SL_SEN0619_REAL02,고속터미널 가다 내리다
2870,NIA_SL_SEN0702_REAL02,학교 저기 가다
2873,NIA_SL_SEN1247_REAL02,맥도날드 보다 곳 다음 내리다
2874,NIA_SL_SEN1622_REAL02,터널 다음 내리다
2875,NIA_SL_SEN1962_REAL02,반지 잃어버리다
2877,NIA_SL_SEN1143_REAL02,단말기터치 불량 죽다
2878,NIA_SL_SEN1902_REAL02,카드 없다 잃어버리다
2879,NIA_SL_SEN0104_REAL02,지하철 곳 12 무엇
2880,NIA_SL_SEN0461_REAL02,물품보관 고장
2883,NIA_SL_SEN0583_REAL02,응급실 내리다
2884,NIA_SL_SEN0429_REAL02,여기 차내리다 맞다
2885,NIA_SL_SEN1795_REAL02,열쇠 실종
2887,NIA_SL_SEN1415_REAL02,영등포 곳 찾다 길 무엇
2888,NIA_SL_SEN1783_REAL02,가방 잃어버리다 실종
2889,NIA_SL_SEN0027_REAL02,위험
2890,NIA_SL_SEN0326_REAL02,지하철 곳 편의점 있다
2893,NIA_SL_SEN1100_REAL02,에어컨 고장 안되다
2894,NIA_SL_SEN1533_REAL02,사거리 다음 차내리다
2895,NIA_SL_SEN0174_REAL02,여기 기다리다
2897,NIA_SL_SEN0912_REAL02,춥다 켜다
2898,NIA_SL_SEN0973_REAL02,난방 끄다
2899,NIA_SL_SEN0537_REAL02,차 유리 내리다
2900,NIA_SL_SEN0264_REAL02,지금 내리다
2903,NIA_SL_SEN0410_REAL02,경찰 전화걸다
2904,NIA_SL_SEN1411_REAL02,영등포 곳 찾다 곳 방법
2905,NIA_SL_SEN0962_REAL02,청음회관 가다
2907,NIA_SL_SEN1345_REAL02,서울대학교 곳 목적 가다 방법
2908,NIA_SL_SEN1432_REAL02,이화여대 길 목적 곳 방법
2909,NIA_SL_SEN1057_REAL02,자판기 불량
2910,NIA_SL_SEN1636_REAL02,지하철 곳 다음 도착 내리다
2913,NIA_SL_SEN0079_REAL02,여기 서울 지하철
2914,NIA_SL_SEN1550_REAL02,대로 다음 여기
2915,NIA_SL_SEN0228_REAL02,우회전 차내리다
2917,NIA_SL_SEN0804_REAL02,기차 곳 내리다 맞다
2918,NIA_SL_SEN0594_REAL02,손바닥찍다 내리다
2919,NIA_SL_SEN1146_REAL02,단말기터치 잘 안되다 죽다
2920,NIA_SL_SEN1307_REAL02,파리바게트 다음 곳 도착 차내리다
2923,NIA_SL_SEN1450_REAL02,종로 곳 가다 무엇 방법
2924,NIA_SL_SEN1980_REAL02,빨리 접근
2925,NIA_SL_SEN1670_REAL02,샛길 저기 다음 도착 차내리다
2927,NIA_SL_SEN1391_REAL02,여의도 길 무엇
2928,NIA_SL_SEN0166_REAL02,지하철 지하위 곳곳
2929,NIA_SL_SEN0522_REAL02,학교 안 가다
2930,NIA_SL_SEN0033_REAL02,오천원
2933,NIA_SL_SEN0335_REAL02,분당 첫차 시간
2934,NIA_SL_SEN1224_REAL02,스타벅스 전 곳 도착 내리다
2935,NIA_SL_SEN0974_REAL02,난방 끄다
2937,NIA_SL_SEN0324_REAL02,지하철 곳 카페 있다
2938,NIA_SL_SEN1953_REAL02,사진기 실종 잃어버리다
2939,NIA_SL_SEN1217_REAL02,스타벅스 곳 저기 전 도착 차내리다
2940,NIA_SL_SEN1884_REAL02,아이 실종 잃어버리다
2943,NIA_SL_SEN1136_REAL02,자판기 잘 안되다 죽다
2944,NIA_SL_SEN1968_REAL02,반지 잃어버리다 실종
2945,NIA_SL_SEN1261_REAL02,맥도날드 보다 다음 저기 곳 내리다
2947,NIA_SL_SEN0334_REAL02,1호 첫차 시간
2948,NIA_SL_SEN1661_REAL02,샛길 다음 여기
2949,NIA_SL_SEN1987_REAL02,빨리 접근 가능
2950,NIA_SL_SEN1718_REAL02,육교 곳 다음 도착 차내리다
2953,NIA_SL_SEN0112_REAL02,안되다
2954,NIA_SL_SEN0145_REAL02,없다
2955,NIA_SL_SEN0848_REAL02,나사렛 오케이
2957,NIA_SL_SEN0434_REAL02,신호등 전 내리다
2958,NIA_SL_SEN0205_REAL02,마포대교 가다
2959,NIA_SL_SEN0630_REAL02,지름길 가다 차내리다
2960,NIA_SL_SEN0863_REAL02,한국농아인협회
2963,NIA_SL_SEN1250_REAL02,맥도날드 보다 곳 다음 차내리다
2964,NIA_SL_SEN0319_REAL02,약수 지하철 3호 갈아타다
2965,NIA_SL_SEN0233_REAL02,지름길 차내리다
2967,NIA_SL_SEN0200_REAL02,택시 문자받다
2968,NIA_SL_SEN0944_REAL02,서대문농아인복지관 가다
2969,NIA_SL_SEN0473_REAL02,지갑 실종 없다
2970,NIA_SL_SEN0114_REAL02,타다
2973,NIA_SL_SEN0447_REAL02,신호등 다음 차내리다
2974,NIA_SL_SEN1797_REAL02,열쇠 찾다 실종
2975,NIA_SL_SEN0151_REAL02,짐 차 트렁크열다 나르다
2977,NIA_SL_SEN0094_REAL02,도착 곳 국립박물관
2978,NIA_SL_SEN1584_REAL02,은행 저기 곳 다음 차내리다
2979,NIA_SL_SEN0085_REAL02,여기 기차 되다
2980,NIA_SL_SEN0122_REAL02,1호 갈아타다 목적 곳곳
2983,NIA_SL_SEN0433_REAL02,여기 차내리다 맞다
2984,NIA_SL_SEN0009_REAL02,운전 천천히
2985,NIA_SL_SEN0757_REAL02,버스 곳 차내리다 맞다
2987,NIA_SL_SEN1393_REAL02,여의도 가다 무엇
2988,NIA_SL_SEN1377_REAL02,송파 지하철 곳 목적 무엇
2989,NIA_SL_SEN1361_REAL02,서울대학교 곳 찾다 방법
2990,NIA_SL_SEN1839_REAL02,우회전 확인 맞다
2993,NIA_SL_SEN0767_REAL02,건너다 내리다 오케이
2994,NIA_SL_SEN0452_REAL02,신호등 다음 도착 차내리다
2995,NIA_SL_SEN0093_REAL02,도착 곳 국립박물관
2997,NIA_SL_SEN1885_REAL02,지갑 찾다 실종
2998,NIA_SL_SEN0127_REAL02,시간 지연되다
2999,NIA_SL_SEN1812_REAL02,지갑 없다 실종
3000,NIA_SL_SEN0865_REAL02,한국농아인협회 내리다
